release_date,artist,album,fantano_rating,review_link,number_user_reviews,number_critic_reviews,format,label,genres,producer,website,tracks,features,number_tracks,avg_track_rating,total_length,user_score,critic_score,info_link
"October 29, 2013",Moonface,Julia With Blue Jeans On,70,https://www.youtube.com/watch?v=IhzS6Du5-nI,31,18,LP,Jagjaguwar,Singer-Songwriter,NA,www.moonface.ca,NA,NA,NA,NA,NA,79,77,https://www.albumoftheyear.org/album/10362-moonface-julia-with-blue-jeans-on.php
"May 21, 2013",The National,Trouble Will Find Me,40,https://www.youtube.com/watch?v=5gDORqcKe2c,976,46,LP,4AD,Indie Rock,"Bryce Dessner, Aaron Dessner",www.americanmary.com,I Should Live in Salt [92] (4:07) | Demons [88] (3:31) | Don't Swallow the Cap [94] (4:45) | Fireproof [85] (2:58) | Sea of Love [90] (3:41) | Heavenfaced [85] (4:23) | This Is the Last Time [97] (4:43) | Graceless [100] (4:35) | Slipped [85] (4:25) | I Need My Girl [87] (4:05) | Humiliation [87] (5:00) | Pink Rabbits [100] (4:36) | Hard to Find [90] (4:12),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,90.76923076923076,Total Length: 55 minutes,81,84,https://www.albumoftheyear.org/album/6124-the-national-trouble-will-find-me.php
"November 1, 2011",Pianos Become The Teeth,The Lack Long After,60,https://www.youtube.com/watch?v=Z9qBtOaCRzc,39,3,LP,Topshelf Records,Screamo,NA,NA,NA,NA,NA,NA,NA,79,80,https://www.albumoftheyear.org/album/13348-pianos-become-the-teeth-the-lack-long-after.php
"November 8, 2011",King Krule,King Krule,70,https://www.youtube.com/watch?v=oeiWtWcROvo,128,7,EP,True Panther Sounds,"Singer-Songwriter, Art Pop",NA,kingkrule.co.uk,NA,NA,NA,NA,NA,76,69,https://www.albumoftheyear.org/album/3023-king-krule-king-krule.php
"June 8, 2014",Bones,Garbage,60,https://www.youtube.com/watch?v=QVtTjuLERT4,112,1,Mixtape,-,"Hip Hop, Cloud Rap",NA,NA,NA,NA,NA,NA,NA,76,60,https://www.albumoftheyear.org/album/16668-bones-garbage.php
"September 24, 2021",Westside Gunn,Hitler Wears Hermes 8: Side B,80,https://youtu.be/d9WiNp9l624,600,3,LP,"Griselda, Empire","East Coast Hip Hop, Boom Bap, Gangsta Rap, Hip Hop, Jazz Rap","Madlib, DJ Green Lantern, Nicholas Craven, Daringer, Camoflauge Monk, Sadhugold, Beat Butcha, JR Swiftz, Conductor Williams, The Alchemist, Jay Versace, Sovren",NA,"Brodie Lee [73] (0:31) | End how You start intro [75] (3:47) | Hell on Earth, Pt. 2 [90] (23:55) | Free Kutter [88] (2:49) | Richies [79] (3:36) | Julia Lang [73] (2:06) | Celine Dion [84] (5:51) | Best Dressed Demons [80] (2:40) | Forest Lawn [85] (5:02) | Why I do em Like that [84] (4:00) | RIP Bergdorf [77] (2:08) | TV BOY [78] (2:26) | Survivor Series 95 [74] (957:07) | Eddie Kingston [80] (3:07) | Ostertag [77] (2:12) | Munch [79] (2:31) | 99 Avirex [85] (4:26) | The Fly who couldn't Fly straight [86] (1:45) | Big AL [84] (2:35) | BYE BYE [74] (1:06)","NA | NA | Benny The Butcher, Conway the Machine | Jay Electronica | NA | Trap-A-Holics | Heem, Chase Fetti, Flee Lord | Mach-Hommy | 2 Chainz, Armani Caesar | Billie Essco | Mach-Hommy | NA | Jay Worthy, Larry June | Rome Streetz | Stove God Cooks | Tiona Deniece | Stove God Cooks, AZ | Tyler, the Creator | Rome Streetz | Keisha Plum",20,80.25,"Total Length: 1 hour, 3 minutes",78,77,https://www.albumoftheyear.org/album/409869-westside-gunn-hitler-wears-hermes-8-side-b.php
"May 16, 2011",Zombi,Escape Velocity,80,https://www.youtube.com/watch?v=BrT6sEYrXew,7,2,LP,Relapse,-,NA,NA,NA,NA,NA,NA,NA,80,80,https://www.albumoftheyear.org/album/31642-zombi-escape-velocity.php
"November 20, 2015",Freddie Gibbs,Shadow of a Doubt,70,https://www.youtube.com/watch?v=CfthjMEdEm8,346,14,LP,"ESGN, Empire","Hip Hop, Trap, Gangsta Rap",NA,NA,NA,NA,NA,NA,NA,74,76,https://www.albumoftheyear.org/album/44034-freddie-gibbs-shadow-of-a-doubt.php
"June 3, 2022",070 Shake,You Can't Kill Me,60,https://www.youtube.com/watch?v=9It1YqWEGVk&ab_channel=theneedledrop,458,7,LP,"G.O.O.D. MUSIC, Def Jam","Alternative R&B, Alt-Pop, Art Pop","Mike Dean, David Sitek, Ilya, Johan Lenox, WondaGurl, +1 more...",NA,Web [77] (2:06) | Invited [74] (2:41) | History [83] (4:50) | Medicine [71] (3:15) | Skin and Bones [83] (3:34) | Blue Velvet [76] (4:36) | Cocoon [79] (3:21) | Body [75] (3:30) | Wine & Spirits [73] (3:15) | Come Back Home [76] (5:01) | Vibrations [77] (3:41) | Purple Walls [73] (2:49) | Stay [72] (2:42) | Se Fue La Luz [82] (3:25),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,14,76.5,Total Length: 48 minutes,72,72,https://www.albumoftheyear.org/album/492415-070-shake-you-cant-kill-me.php
"May 19, 2015",Twenty One Pilots,Blurryface,40,https://www.youtube.com/watch?v=LO9MLBfOb9c,1813,6,LP,Fueled By Ramen,"Pop Rap, Electropop","Tyler Joseph, Ricky Reed, Mike Crossey, Mike Elizondo, Tim Anderson",NA,Heavydirtysoul [80] (3:54) | Stressed Out [73] (3:22) | Ride [72] (3:34) | Fairly Local [56] (3:27) | Tear In My Heart [65] (3:08) | Lane Boy [64] (4:13) | The Judge [64] (4:57) | Doubt [61] (3:11) | Polarize [62] (3:46) | We Don't Believe What's On TV [62] (2:57) | Message Man [68] (4:00) | Hometown [66] (3:54) | Not Today [55] (3:58) | Goner [72] (3:56),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,14,65.71428571428571,Total Length: 52 minutes,61,66,https://www.albumoftheyear.org/album/30119-twenty-one-pilots-blurryface.php
"February 10, 2015",Father John Misty,"I Love You, Honeybear",80,https://www.youtube.com/watch?v=_TCbKdhYsXM,1633,41,LP,"Sub Pop, Bella Union","Singer-Songwriter, Indie Folk","Jonathan Wilson, Father John Misty",fatherjohnmisty.com,"I Love You, Honeybear [96] (4:38) | Chateau Lobby #4 (in C for Two Virgins) [93] (2:50) | True Affection [84] (3:56) | The Night Josh Tillman Came To Our Apt. [89] (3:36) | When You're Smiling and Astride Me [90] (4:34) | Nothing Good Ever Happens At the Goddamn Thirsty Crow [88] (4:34) | Strange Encounter [90] (4:19) | The Ideal Husband [87] (3:35) | Bored In the USA [90] (4:22) | Holy Shit [90] (4:01) | I Went To the Store One Day [90] (4:26)",NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,89.72727272727273,Total Length: 44 minutes,84,87,https://www.albumoftheyear.org/album/22669-father-john-misty-i-love-you-honeybear.php
"January 29, 2013",Tomahawk,Oddfellows,60,https://www.youtube.com/watch?v=zxbcZUAP1nc,29,21,LP,Ipecac,"Alternative Metal, Metal",NA,NA,NA,NA,NA,NA,NA,71,74,https://www.albumoftheyear.org/album/5449-tomahawk-oddfellows.php
"March 20, 2019",Dos Monos,Dos City,70,https://www.youtube.com/watch?v=DmTgW_sjTG0,189,2,LP,Deathbomb Arc,"Experimental Hip Hop, Japanese Hip Hop",NA,NA,NA,NA,NA,NA,NA,73,75,https://www.albumoftheyear.org/album/139606-dos-monos-dos-city.php
"August 9, 2019",Slipknot,We Are Not Your Kind,60,https://www.youtube.com/watch?v=UW4pAuwer3o,741,22,LP,Roadrunner,"Alternative Metal, Nu Metal, Industrial Metal","Slipknot, Greg Fidelman",www.slipknot1.com,Insert Coin [68] (1:38) | Unsainted [88] (4:20) | Birth of the Cruel [82] (4:35) | Death Because of Death [67] (1:20) | Nero Forte [92] (5:15) | Critical Darling [84] (6:25) | A Liar's Funeral [85] (5:27) | Red Flag [82] (4:11) | What's Next [64] (0:53) | Spiders [84] (4:03) | Orphan [84] (6:01) | My Pain [69] (6:48) | Not Long for This World [83] (6:35) | Solway Firth [91] (5:55),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,14,80.21428571428571,"Total Length: 1 hour, 3 minutes",72,83,https://www.albumoftheyear.org/album/154233-slipknot-we-are-not-your-kind.php
"August 10, 2018",Trippie Redd,Life's A Trip,50,https://www.youtube.com/watch?v=WgSPTczwVbQ,577,4,LP,TenThousand Projects,"Hip Hop, Emo Rap","Diplo, Murda Beatz, Preme, Honorable C.N.O.T.E., Boaz Van De Beatz, Scott Storch, Wheezy, Pro Logic, Nik D, G Koop, Austin Powerz, Wallis Lane, Avedon, Yoda Francesco, OZ, Beat Pusher, Jacob Reske, We Are The Stars",NA,NA,NA,NA,NA,NA,63,67,https://www.albumoftheyear.org/album/117967-trippie-redd-lifes-a-trip.php
"September 3, 2013",Jonathan Rado,Law and Order,40,https://www.youtube.com/watch?v=93EA4JIEgWI,8,10,LP,Woodsist,"Singer-Songwriter, Lo-Fi",NA,NA,NA,NA,NA,NA,NA,61,58,https://www.albumoftheyear.org/album/8012-jonathan-rado-law-and-order.php
"April 21, 2015",Squarepusher,Damogen Furies,60,https://www.youtube.com/watch?v=md484TdkZ5c,41,15,LP,Warp,"IDM, Drill and Bass",NA,squarepusher.net,NA,NA,NA,NA,NA,65,68,https://www.albumoftheyear.org/album/28113-squarepusher-damogen-furies.php
"March 11, 2022",Rex Orange County,WHO CARES?,70,https://youtu.be/NQGYOMoGEYw,944,17,LP,Sony,"Bedroom Pop, Indie Pop","Tyler, the Creator, Benny Sings, Rex Orange County",NA,KEEP IT UP [77] (3:03) | OPEN A WINDOW [81] (3:38) | WORTH IT [75] (2:44) | AMAZING [79] (3:29) | ONE IN A MILLION [75] (3:14) | IF YOU WANT IT [68] (3:07) | 7AM [65] (3:19) | THE SHADE [71] (3:01) | MAKING TIME [67] (1:55) | SHOOT ME DOWN [74] (4:52) | WHO CARES? [71] (2:29),"NA | Tyler, the Creator | NA | NA | NA | NA | NA | NA | NA | NA | NA",11,73,Total Length: 34 minutes,67,68,https://www.albumoftheyear.org/album/346971-rex-orange-county-who-cares.php
"January 10, 2012",Charlie Haden & Hank Jones,Come Sunday,60,https://www.youtube.com/watch?v=OB31JSo1MPU,NA,1,LP,-,-,NA,NA,NA,NA,NA,NA,NA,NR,60,https://www.albumoftheyear.org/album/240215-charlie-haden-hank-jones-come-sunday.php
"October 21, 2014",Scott Walker & Sunn O))),Soused,60,https://www.youtube.com/watch?v=JIpJwefNiNo,139,36,LP,4AD,"Experimental Rock, Drone Metal",NA,NA,NA,NA,NA,NA,NA,76,81,https://www.albumoftheyear.org/album/17526-scott-walker-sunn-o-soused.php
"June 30, 2010",Björk / Dirty Projectors,Mount Wittenberg Orca,80,https://www.youtube.com/watch?v=4pmTuXGyCPE,150,16,EP,Self-Released,"Art Pop, Progressive Pop",David Longstreth,NA,NA,NA,NA,NA,NA,75,77,https://www.albumoftheyear.org/album/1800-bjork-dirty-projectors-mount-wittenberg-orca.php
"December 17, 2021",Chief Keef,4NEM,70,https://youtu.be/UYRIk0-OTZ0,299,4,LP,"Glo Gang, RBC","Trap, Hardcore Hip Hop","Juicy J, Mike WiLL Made It, DJ Paul, Resource, Bighead, Akachi",NA,NA,NA,NA,NA,NA,71,75,https://www.albumoftheyear.org/album/446332-chief-keef-4nem.php
"November 9, 2018",Marquis Hill,"Modern Flows, Vol. 2",80,https://www.youtube.com/watch?v=mbF6V2ouS28,43,1,LP,Black Unlimited,"Jazz, Post-Bop",NA,NA,NA,NA,NA,NA,NA,70,80,https://www.albumoftheyear.org/album/136363-marquis-hill-modern-flows-vol-2.php
"September 20, 2011",Opeth,Heritage,50,https://www.youtube.com/watch?v=NvFPmfdppYg,103,10,LP,Roadrunner,Progressive Rock,NA,www.opeth.com,NA,NA,NA,NA,NA,66,74,https://www.albumoftheyear.org/album/2910-opeth-heritage.php
"April 15, 2014",Thantifaxath,Sacred White Noise,80,https://www.youtube.com/watch?v=W1APvyVVm-4,25,3,LP,Dark Descent,"Black Metal, Metal",NA,NA,NA,NA,NA,NA,NA,78,87,https://www.albumoftheyear.org/album/15124-thantifaxath-sacred-white-noise.php
"January 7, 2011",Iceage,New Brigade,80,https://www.youtube.com/watch?v=wgqY757V0-Y,240,17,LP,"Escho, What's Your Rupture?",Post-Punk,NA,NA,NA,NA,NA,NA,NA,76,80,https://www.albumoftheyear.org/album/2570-iceage-new-brigade.php
"February 10, 2017",ROSALÍA,Los Ángeles,80,https://www.youtube.com/watch?v=4EXtbijQOgY,411,2,LP,Universal Music Spain,"Folk, Flamenco nuevo, Flamenco",Raül Refree,rosalia.com,Si Tú Supieras Compañero [91] (6:04) | De Plata [81] (4:28) | Nos Quedamos Solitos [83] (5:15) | Catalina [88] (3:34) | Día 14 De Abril [78] (6:06) | Que Se Muere Que Se Muere [79] (1:28) | Por Mi Puerta No Lo Pasen [78] (4:39) | Te Venero [88] (4:06) | Por Castigarme Tan Fuerte [80] (2:08) | La Hija De Juan Simón [77] (4:09) | El Redentor [72] (3:01) | I See A Darkness [74] (4:08),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,80.75,Total Length: 49 minutes,79,75,https://www.albumoftheyear.org/album/76886-rosalia-los-angeles.php
"August 3, 2010",Wavves,King of the Beach,80,https://www.youtube.com/watch?v=Q8Jp4U2BBnI,218,26,LP,Fat Possum,"Indie Rock, Surf Punk",Dennis Herring,NA,King of the Beach [NA] (2:38) | Super Soaker [NA] (2:28) | Idiot [NA] (2:52) | When Will You Come? [NA] (2:35) | Post Acid [NA] (2:10) | Take on the World [NA] (2:41) | Baseball Cards [NA] (3:04) | Convertible Balloon [NA] (2:24) | Green Eyes [NA] (3:49) | Mickey Mouse [NA] (3:51) | Linus Spacehead [NA] (3:11) | Baby Say Goodbye [NA] (5:11),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,12,NA,Total Length: 36 minutes,77,76,https://www.albumoftheyear.org/album/1654-wavves-king-of-the-beach.php
"January 29, 2013",Tegan and Sara,Heartthrob,30,https://www.youtube.com/watch?v=S8WH_9n6x9w,161,30,LP,Warner Bros.,Electropop,NA,www.teganandsara.com,NA,NA,NA,NA,NA,72,78,https://www.albumoftheyear.org/album/5205-tegan-and-sara-heartthrob.php
"October 16, 2020",Dorian Electra,My Agenda,80,https://youtu.be/aNEPvtcuFj0,997,6,LP,-,"Hyperpop, Electropop, Glitch Pop, Electronic Dance Music","Clarence Clarity, Sega Bodega, Umru, Dylan Brady, Mood Killer, Count Baldor",NA,F the World [80] (3:26) | My Agenda [87] (2:51) | Gentleman [78] (1:42) | M'lady [77] (1:27) | Iron Fist [78] (2:30) | Barbie Boy [77] (2:48) | Sorry Bro (I Love You) [79] (1:27) | Monk Mode (Interlude) [67] (1:06) | Edgelord [85] (2:10) | Ram It Down [86] (2:32) | Give Great Thanks [75] (3:06),"The Garden, QUAY DASH, D0llywood1 | Village People, Pussy Riot | NA | NA | Faris Badwan | Sega Bodega | NA | Gaylord | Rebecca Black | Mood Killer, Lil Mariko, Lil Texas | NA",11,79,Total Length: 25 minutes,72,80,https://www.albumoftheyear.org/album/283737-dorian-electra-my-agenda.php
"August 18, 2017",A$AP Ferg,Still Striving,60,https://www.youtube.com/watch?v=Iju3kpyFTFU,289,7,Mixtape,"RCA, ASAP Worldwide","Trap, East Coast Hip Hop",NA,asapferg.com,NA,NA,NA,NA,NA,63,63,https://www.albumoftheyear.org/album/86224-asap-ferg-still-striving.php
"November 8, 2011",Mac Miller,Blue Slide Park,50,https://www.youtube.com/watch?v=5H69rSUADF0,414,12,LP,Rostrum,Pop Rap,"Clams Casino, Mac Miller, Young L, Ritz Reynolds, Benjy Grinberg, ID Labs, Mansions On The Moon",macmillerswebsite.com,NA,NA,NA,NA,NA,57,56,https://www.albumoftheyear.org/album/7433-mac-miller-blue-slide-park.php
"January 22, 2013",Toro y Moi,Anything in Return,40,https://www.youtube.com/watch?v=jHUsBoVOxzE,212,30,LP,Carpark,"Chillwave, Alternative R&B",Toro y Moi,www.toroymoi.com,Harm in Change [NA] (4:01) | Say That [NA] (4:44) | So Many Details [NA] (4:45) | Rose Quartz [NA] (4:13) | Touch [NA] (2:38) | Cola [NA] (3:33) | Studies [NA] (4:02) | High Living [NA] (4:19) | Grown up Calls [NA] (3:28) | Cake [NA] (3:53) | Day One [NA] (4:17) | Never Matter [NA] (4:17) | How's It Wrong [NA] (3:54),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,NA,Total Length: 52 minutes,75,71,https://www.albumoftheyear.org/album/4314-toro-y-moi-anything-in-return.php
"April 7, 2017",Joey Bada$$,ALL-AMERIKKKAN BADA$$,80,https://www.youtube.com/watch?v=u2B3Dzu5pa0,1375,19,LP,"Cinematic, Pro Era","East Coast Hip Hop, Conscious Hip Hop","Statik Selektah, Kirk Knight, Like, Chuck Strangers, Powers Pleasant, DJ Khalil",NA,GOOD MORNING AMERIKKKA [86] (1:38) | FOR MY PEOPLE [91] (3:52) | TEMPTATION [95] (4:04) | LAND OF THE FREE [90] (4:43) | DEVASTATED [90] (3:27) | Y U DON'T LOVE ME? (MISS AMERIKKKA) [84] (3:19) | ROCKABYE BABY [86] (3:43) | RING THE ALARM [85] (4:20) | SUPER PREDATOR [83] (4:11) | BABYLON [88] (5:36) | LEGENDARY [87] (4:38) | AMERIKKKAN IDOL [89] (6:11),"NA | NA | NA | NA | NA | NA | Schoolboy Q | Nyck Caution, Kirk Knight, Meechy Darko | Styles P | Chronixx | J. Cole | NA",12,87.83333333333333,Total Length: 49 minutes,79,75,https://www.albumoftheyear.org/album/73933-joey-badass-all-amerikkkan-badass.php
"February 26, 2020",Princess Nokia,Everything Sucks,70,https://www.youtube.com/watch?v=Ui0JUOZBPls,355,8,LP,Platoon,"Trap, East Coast Hip Hop",NA,NA,NA,NA,NA,NA,NA,53,69,https://www.albumoftheyear.org/album/217990-princess-nokia-everything-sucks.php
"September 25, 2015",Milo,So the Flies Don't Come,80,https://www.youtube.com/watch?v=Cu4vSPiwoQw,360,4,LP,"Ruby Yacht, The Order Label","Hip Hop, Experimental Hip Hop, Abstract Hip Hop",NA,NA,NA,NA,NA,NA,NA,80,79,https://www.albumoftheyear.org/album/41553-milo-so-the-flies-dont-come.php
"April 8, 2013",The Knife,Shaking the Habitual,90,https://www.youtube.com/watch?v=p5PwUsqFfuE,705,41,LP,"Brille, Rabid Records, Mute","Electronic, Experimental, Post-Industrial",NA,theknife.net,A Tooth for an Eye [95] (6:04) | Full of Fire [90] (9:16) | A Cherry On Top [93] (8:43) | Without You My Life Would Be Boring [85] (5:14) | Wrap Your Arms Around Me [80] (4:35) | Crake [50] (0:54) | Old Dreams Waiting to Be Realized1 [80] (19:02) | Raging Lung [85] (9:58) | Networking [78] (6:41) | Oryx [45] (0:36) | Stay Out Here1 [60] (10:42) | Fracking Fluid Injection [70] (9:54) | Ready to Lose [80] (4:35),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,76.23076923076923,"Total Length: 1 hour, 36 minutes",80,82,https://www.albumoftheyear.org/album/4827-the-knife-shaking-the-habitual.php
"May 8, 2012",OFF!,OFF!,70,https://www.youtube.com/watch?v=RqwXttWKaAU,34,21,LP,Vice Records,"Hardcore Punk, Punk Rock",NA,NA,NA,NA,NA,NA,NA,73,76,https://www.albumoftheyear.org/album/3467-off-off.php
"October 5, 2018",High on Fire,Electric Messiah,60,https://www.youtube.com/watch?v=ORMZmOHPpWQ,132,13,LP,eOne,"Stoner Metal, Sludge Metal",NA,highonfire.net,NA,NA,NA,NA,NA,74,80,https://www.albumoftheyear.org/album/118093-high-on-fire-electric-messiah.php
"January 22, 2016",Jesu/Sun Kil Moon,Jesu/Sun Kil Moon,60,https://www.youtube.com/watch?v=3lTOkT7BaD4,89,10,LP,Caldo Verde,"Shoegaze, Singer-Songwriter",NA,NA,NA,NA,NA,NA,NA,66,68,https://www.albumoftheyear.org/album/38132-jesu-sun-kil-moon-jesu-sun-kil-moon.php
"August 6, 2021",Nas,King’s Disease II,80,https://youtu.be/KQodSAGa9Y8,1105,11,LP,Mass Appeal,"East Coast Hip Hop, Jazz Rap, Conscious Hip Hop, Hip Hop","Eminem, Hit-Boy, Jansport J, Rogét Chahayed, Corbett, B. Carr, Brian Alexander Morgan, Ezreaux",NA,The Pressure [83] (3:07) | Death Row East [83] (3:20) | 40 Side [77] (2:40) | EPMD 2 [71] (23:34) | Rare [84] (3:26) | YKTV [60] (3:23) | Store Run [88] (3:19) | Moments [86] (4:11) | Nobody [90] (4:42) | No Phony Love [82] (3:05) | Brunch on Sundays [75] (3:51) | Count Me In [77] (3:17) | Composure [80] (3:23) | My Bible [82] (3:48) | Nas is Good [85] (2:19),"NA | NA | NA | Eminem, EPMD | NA | A Boogie Wit da Hoodie, YG | NA | NA | Lauryn Hill | Charlie Wilson | Blxst | NA | Hit-Boy | NA | NA",15,80.2,Total Length: 51 minutes,77,81,https://www.albumoftheyear.org/album/395166-nas-kings-disease-ii.php
"June 15, 2018",Rico Nasty,Nasty,60,https://www.youtube.com/watch?v=t7-aROT2eqo,343,5,Mixtape,Sugar Trap,"Trap, Hardcore Hip Hop","Lex Luger, Kenny Beats, Hella Sketchy, Tay Keith, Ginseng",NA,NA,NA,NA,NA,NA,68,69,https://www.albumoftheyear.org/album/113881-rico-nasty-nasty.php
"February 3, 2013",my bloody valentine,m b v,80,https://www.youtube.com/watch?v=EEY6WYtxZFQ,1161,41,LP,"MBV Records, Domino","Shoegaze, Dream Pop, Noise Pop",Kevin Shields,www.mybloodyvalentine.org,she found now [95] (5:06) | only tomorrow [92] (6:21) | who sees you [93] (6:12) | is this and yes [84] (5:06) | if i am [90] (3:54) | new you [92] (4:59) | in another way [97] (5:30) | nothing is [75] (3:33) | wonder 2 [92] (25:51),NA | NA | NA | NA | NA | NA | NA | NA | NA,9,90,Total Length: 46 minutes,82,87,https://www.albumoftheyear.org/album/5578-my-bloody-valentine-mbv.php
"August 12, 2014",Watsky,All You Can Do,40,https://www.youtube.com/watch?v=gt70XZHH5AI,24,2,LP,Steel Wool Media,Hip Hop,NA,NA,NA,NA,NA,NA,NA,56,50,https://www.albumoftheyear.org/album/32950-watsky-all-you-can-do.php
"October 12, 2018",Kurt Vile,Bottle It In,60,https://www.youtube.com/watch?v=cEkJziOSNzs,252,33,LP,Matador,"Folk Rock, Singer-Songwriter, Indie Rock",NA,kurtvile.com,Loading Zones [100] (3:23) | Hysteria [80] (5:22) | Yeah Bones [100] (4:44) | Bassackwards [80] (9:46) | One Trick Ponies [80] (5:21) | Rollin With the Flow [60] (2:59) | Check Baby [80] (7:53) | Bottle It In1 [60] (10:39) | Mutinies [60] (5:52) | Come Again [100] (5:44) | Cold Was the Wind [60] (4:51) | Skinny Mini1 [60] (10:26) | (Bottle Back) [60] (1:38),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,13,75.38461538461539,"Total Length: 1 hour, 18 minutes",71,75,https://www.albumoftheyear.org/album/119172-kurt-vile-bottle-it-in.php
"June 16, 2017",Lorde,Melodrama,70,https://www.youtube.com/watch?v=WxY7yOmZs4w,4505,43,LP,Universal,"Synthpop, Art Pop, Alt-Pop, Electropop","Flume, Lorde, Andrew Wyatt, Frank Dukes, Jack Antonoff, S1, Malay, Kuk Harrell, Joel Little, Jean-Benoît Dunckel",lorde.co.nz,Green Light [94] (3:54) | Sober [92] (3:17) | Homemade Dynamite [92] (3:09) | The Louvre [95] (4:31) | Liability [94] (2:51) | Hard Feelings/Loveless [93] (6:07) | Sober II (Melodrama) [89] (2:58) | Writer In The Dark [93] (3:36) | Supercut [93] (4:37) | Liability (Reprise) [86] (2:16) | Perfect Places [94] (3:41),NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,11,92.27272727272728,Total Length: 41 minutes,87,91,https://www.albumoftheyear.org/album/73950-lorde-melodrama.php
